,0
0,0.03016472937317264
1,0.03016472937317264
2,0.03016472937317264
3,0.03016472937317264
4,0.03016472937317264
5,0.03016472937317264
6,0.03016472937317264
7,0.03016472937317264
8,0.020656540445458647
9,0.011148351517744652
10,0.008771304285816154
11,-0.0031139318738263384
12,-0.012622120801540333
13,-0.01737621526539733
14,-0.01499916803346883
15,-0.01499916803346883
16,-0.012622120801540333
17,-0.01499916803346883
18,-0.01499916803346883
19,-0.019753262497325827
20,-0.019753262497325827
21,-0.010245073569611834
22,-0.010245073569611834
23,-0.01499916803346883
24,-0.022130309729254324
25,-0.026884404193111323
26,-0.026884404193111323
27,-0.019753262497325827
28,-0.019753262497325827
29,-0.02926145142503982
30,-0.036392593120825316
31,-0.043523734816610815
32,-0.04114668758468231
33,-0.036392593120825316
34,-0.02926145142503982
35,-0.036392593120825316
36,-0.053031923744324805
37,-0.04114668758468231
38,0.0016401625900306586
39,0.07295157954788561
40,0.15614823266538305
41,0.25836126363830847
42,0.3867218141624474
43,0.5483610259335853
44,0.7313936627920796
45,0.9001640162590031
46,1.0
47,0.980983622144572
48,0.852623071620433
49,0.6886068126173667
50,0.5150823646865863
51,0.34155791675580593
52,0.20368917730395303
53,0.1014761463310276
54,0.027787682141244142
55,-0.019753262497325827
56,-0.04114668758468231
57,-0.043523734816610815
58,-0.03163849865696832
59,-0.03163849865696832
60,-0.04827782928046781
61,-0.0577860182081818
62,-0.06491715990396729
63,-0.060163065440110304
64,-0.060163065440110304
65,-0.0625401126720388
66,-0.07680239606360979
67,-0.07917944329553829
68,-0.0744253488316813
69,-0.0744253488316813
70,-0.0696712543678243
71,-0.0720483015997528
72,-0.07680239606360979
73,-0.07680239606360979
74,-0.0744253488316813
75,-0.0696712543678243
76,-0.0720483015997528
77,-0.0744253488316813
78,-0.0744253488316813
79,-0.08155649052746679
80,-0.0744253488316813
81,-0.0625401126720388
82,-0.0625401126720388
83,-0.0696712543678243
84,-0.0720483015997528
85,-0.07917944329553829
86,-0.07680239606360979
87,-0.06491715990396729
88,-0.0625401126720388
89,-0.06729420713589579
90,-0.0744253488316813
91,-0.07917944329553829
92,-0.0696712543678243
93,-0.060163065440110304
94,-0.06729420713589579
95,-0.06729420713589579
96,-0.0744253488316813
97,-0.0696712543678243
98,-0.0625401126720388
99,-0.0577860182081818
100,-0.05065487651239631
101,-0.05065487651239631
102,-0.0554089709762533
103,-0.0577860182081818
104,-0.05065487651239631
105,-0.043523734816610815
106,-0.036392593120825316
107,-0.04114668758468231
108,-0.04114668758468231
109,-0.04114668758468231
110,-0.02926145142503982
111,-0.019753262497325827
112,-0.005490979105754837
113,-0.0007368846418978399
114,-0.0007368846418978399
115,-0.0007368846418978399
116,0.0016401625900306586
117,0.01827949321353015
118,0.027787682141244142
119,0.027787682141244142
120,0.027787682141244142
121,0.03016472937317264
122,0.034918823837029635
123,0.042049965532815134
124,0.056312248924386125
125,0.056312248924386125
126,0.056312248924386125
127,0.056312248924386125
128,0.06106634338824312
129,0.07057453231595712
130,0.07295157954788561
131,0.07057453231595712
132,0.05868929615631462
133,0.056312248924386125
134,0.056312248924386125
135,0.06344339062017162
136,0.05868929615631462
137,0.049181107228600626
138,0.03016472937317264
139,0.02541063490931564
140,0.023033587677387144
141,0.027787682141244142
142,0.02541063490931564
143,0.008771304285816154
144,-0.005490979105754837
145,-0.012622120801540333
146,-0.012622120801540333
147,-0.012622120801540333
148,-0.012622120801540333
149,-0.022130309729254324
150,-0.036392593120825316
151,-0.03876964035275381
152,-0.036392593120825316
153,-0.03163849865696832
154,-0.03163849865696832
155,-0.03163849865696832
156,-0.043523734816610815
157,-0.04827782928046781
158,-0.04114668758468231
159,-0.03401554588889682
160,-0.036392593120825316
161,-0.043523734816610815
162,-0.0554089709762533
163,-0.0577860182081818
164,-0.04590078204853931
165,-0.03876964035275381
166,-0.04114668758468231
167,-0.04114668758468231
168,-0.04827782928046781
169,-0.053031923744324805
170,-0.043523734816610815
171,-0.036392593120825316
172,-0.036392593120825316
173,-0.036392593120825316
174,-0.04827782928046781
175,-0.043523734816610815
176,-0.03401554588889682
177,-0.03163849865696832
178,-0.03401554588889682
179,-0.03876964035275381
180,-0.04114668758468231
181,-0.03876964035275381
182,-0.026884404193111323
183,-0.010245073569611834
184,-0.010245073569611834
185,-0.012622120801540333
186,-0.012622120801540333
187,0.0016401625900306586
188,0.01827949321353015
189,0.049181107228600626
190,0.07057453231595712
191,0.07770567401174261
192,0.0990990990990991
193,0.13475480757802658
194,0.18704984668045355
195,0.236967838550952
196,0.2773776414937365
197,0.30352516104495
198,0.33204972782809195
199,0.3772136252347334
200,0.4461479949606599
201,0.5031971285269439
202,0.5554921676293708
203,0.5887708288763698
204,0.6291806318191543
205,0.6814756709215812
206,0.7456559461836507
207,0.8098362214457201
208,0.8692624022439326
209,0.8906558273312891
210,0.8763935439397181
211,0.8407378354607906
212,0.8050821269818631
213,0.7789346074306497
214,0.7480329934155792
215,0.7028690960089377
216,0.6624592930661533
217,0.6481970096745823
218,0.6268035845872257
219,0.5959019705721552
220,0.5602462620932278
221,0.5245905536143003
222,0.4960659868311583
223,0.5008200812950153
224,0.5079512229908009
225,0.4960659868311583
226,0.4413939004968029
227,0.3677054363070194
228,0.2963940193491645
229,0.21319736623166702
230,0.13950890204188357
231,0.04680405999667213
232,-0.036392593120825316
233,-0.11008105731060877
234,-0.15286790748532175
235,-0.16237609641303574
236,-0.17901542703653522
237,-0.2027858993558202
238,-0.2218022772112482
239,-0.2313104661389622
240,-0.24081865506667618
241,-0.24557274953053318
242,-0.2550809384582472
243,-0.2622120801540327
244,-0.2622120801540327
245,-0.2693432218498182
246,-0.2764743635456037
247,-0.28360550524138917
248,-0.2764743635456037
249,-0.28598255247331766
250,-0.29786778863296015
251,-0.29786778863296015
252,-0.30975302479260264
253,-0.30975302479260264
254,-0.31213007202453114
255,-0.3263923554161021
256,-0.3287694026480306
257,-0.3382775915757446
258,-0.3406546388076731
259,-0.3501628277353871
260,-0.3501628277353871
261,-0.3501628277353871
262,-0.3596710166631011
263,-0.3668021583588866
264,-0.3834414889823861
265,-0.3858185362143146
266,-0.3858185362143146
267,-0.37868739451852906
268,-0.37868739451852906
269,-0.3929496779101001
270,-0.4024578668378141
271,-0.4048349140697426
272,-0.4072119613016711
273,-0.4095890085335996
274,-0.4119660557655281
275,-0.4119660557655281
276,-0.4143431029974566
277,-0.4119660557655281
278,-0.4143431029974566
279,-0.3929496779101001
280,-0.3905726306781716
281,-0.3953267251420286
282,-0.4000808196058856
283,-0.3929496779101001
284,-0.37868739451852906
285,-0.3525398749673156
286,-0.3501628277353871
287,-0.3501628277353871
288,-0.3406546388076731
289,-0.3240153081841736
290,-0.29549074140103165
291,-0.2740973163136752
292,-0.2622120801540327
293,-0.2598350329221042
294,-0.2503268439943902
295,-0.2360645606028192
296,-0.2075399938196772
297,-0.1885236159642492
298,-0.17663837980460673
299,-0.17188428534074973
300,-0.16475314364496424
301,-0.14573676578953623
302,-0.13147448239796525
303,-0.11721219900639426
304,-0.11483515177446577
305,-0.11483515177446577
306,-0.11483515177446577
307,-0.10770401007868027
308,-0.10057286838289477
309,-0.08868763222325228
310,-0.08868763222325228
311,-0.10294991561482328
312,-0.10532696284675178
313,-0.10532696284675178
314,-0.09106467945518078
315,-0.08155649052746679
316,-0.08631058499132378
317,-0.09344172668710927
318,-0.10294991561482328
319,-0.10294991561482328
320,-0.09106467945518078
321,-0.08393353775939529
322,-0.09344172668710927
323,-0.09106467945518078
324,-0.09581877391903777
325,-0.09106467945518078
326,-0.08393353775939529
327,-0.08155649052746679
328,-0.09106467945518078
329,-0.09581877391903777
330,-0.09581877391903777
331,-0.08868763222325228
332,-0.07917944329553829
333,-0.07680239606360979
334,-0.08393353775939529
335,-0.08631058499132378
336,-0.08868763222325228
337,-0.07917944329553829
338,-0.07680239606360979
339,-0.0720483015997528
340,-0.0720483015997528
341,-0.0744253488316813
342,-0.08155649052746679
343,-0.0720483015997528
344,-0.06491715990396729
345,-0.06491715990396729
346,-0.060163065440110304
347,-0.0577860182081818
348,-0.0625401126720388
349,-0.0625401126720388
350,-0.060163065440110304
351,-0.0577860182081818
352,-0.053031923744324805
353,-0.060163065440110304
354,-0.06491715990396729
355,-0.0625401126720388
356,-0.0577860182081818
357,-0.053031923744324805
358,-0.0554089709762533
359,-0.053031923744324805
360,-0.0696712543678243
361,-0.0554089709762533
362,-0.05065487651239631
363,-0.04590078204853931
364,-0.043523734816610815
365,-0.05065487651239631
366,-0.0577860182081818
367,-0.053031923744324805
368,-0.05065487651239631
369,-0.04590078204853931
370,-0.043523734816610815
371,-0.04827782928046781
372,-0.0554089709762533
373,-0.053031923744324805
374,-0.04590078204853931
375,-0.04114668758468231
376,-0.043523734816610815
377,-0.04827782928046781
378,-0.053031923744324805
379,-0.053031923744324805
380,-0.04827782928046781
381,-0.043523734816610815
382,-0.043523734816610815
383,-0.04114668758468231
384,-0.05065487651239631
385,-0.0577860182081818
386,-0.05065487651239631
387,-0.03876964035275381
388,-0.04114668758468231
389,-0.043523734816610815
390,-0.0554089709762533
391,-0.0577860182081818
392,-0.053031923744324805
393,-0.043523734816610815
394,-0.03876964035275381
395,-0.0554089709762533
396,-0.053031923744324805
397,-0.053031923744324805
398,-0.04590078204853931
399,-0.036392593120825316
400,-0.03163849865696832
401,-0.04590078204853931
402,-0.053031923744324805
403,-0.053031923744324805
404,-0.04114668758468231
405,-0.03163849865696832
406,-0.02926145142503982
407,-0.03876964035275381
408,-0.043523734816610815
409,-0.043523734816610815
410,-0.03163849865696832
411,-0.03163849865696832
412,-0.02926145142503982
413,-0.03876964035275381
414,-0.04114668758468231
415,-0.04114668758468231
416,-0.03163849865696832
417,-0.024507356961182825
418,-0.03163849865696832
419,-0.036392593120825316
420,-0.043523734816610815
421,-0.04114668758468231
422,-0.02926145142503982
423,-0.019753262497325827
424,-0.019753262497325827
425,-0.02926145142503982
426,-0.02926145142503982
427,-0.019753262497325827
428,-0.005490979105754837
429,0.008771304285816154
430,0.004017209821959157
431,-0.0007368846418978399
432,-0.0031139318738263384
433,0.01590244598160165
434,0.03729587106895813
435,0.049181107228600626
436,0.049181107228600626
437,0.034918823837029635
438,0.03016472937317264
439,0.034918823837029635
440,0.03729587106895813
441,0.04680405999667213
442,0.039672918300886637
443,0.020656540445458647
444,0.011148351517744652
445,0.008771304285816154
446,0.011148351517744652
447,0.0016401625900306586
448,-0.01737621526539733
449,-0.036392593120825316
450,-0.03876964035275381
451,-0.03163849865696832
452,-0.019753262497325827
453,-0.024507356961182825
454,-0.03401554588889682
455,-0.04114668758468231
456,-0.04590078204853931
457,-0.04114668758468231
458,-0.03163849865696832
459,-0.03876964035275381
460,-0.04827782928046781
461,-0.0577860182081818
462,-0.053031923744324805
463,-0.036392593120825316
464,-0.024507356961182825
465,-0.03163849865696832
466,-0.036392593120825316
467,-0.043523734816610815
468,-0.043523734816610815
469,-0.03876964035275381
470,-0.026884404193111323
471,-0.026884404193111323
472,-0.03876964035275381
473,-0.04827782928046781
474,-0.043523734816610815
475,-0.01499916803346883
476,0.039672918300886637
477,0.10860728802681309
478,0.18229575221659655
479,0.279754688725665
480,0.40336114478594687
481,0.5459839787016568
482,0.6814756709215812
483,0.7765575601987211
484,0.7860657491264351
485,0.6790986236896527
486,0.5245905536143003
487,0.3605742946112339
488,0.19418098837623904
489,0.06582043785210012
490,-0.005490979105754837
491,-0.04114668758468231
492,-0.04114668758468231
493,-0.04827782928046781
494,-0.04827782928046781
495,-0.05065487651239631
496,-0.04590078204853931
497,-0.04827782928046781
498,-0.05065487651239631
499,-0.0554089709762533
